韻	字	簡化字	推導音	校正音	罕用標記	註
ing	靜	静	zing4			
ing	頸	颈	jing3			
ing	㯳		jing3			
ing	應	应	ying4			
ing	濘	泞	ning3			
ing	濘	泞	ning4			
ing	罄		qing4			
ing	賸	剩	ying4			
ing	鞞		bing3			
ing	顁		ding4			
ing	鮩		bing4			
ing	嶺	岭	ling3			
ing	䔭		ning3			
ing	䙢		zing4			
ing	蟼		jing3			
ing	謦		qing3			
ing	㵾		zing4			
ing	嬹		xing4			
ing	警		jing3			
ing	鏡	镜	jing4			
ing	䕘		ling3			
ing	䗿		ning3			
ing	䭘		ying3			
ing	巊		ying3			
ing	廮		ying3			
ing	瀴		ming3			
ing	瀴		ying3			
ing	競	竞	jing4			
ing	聹	聍	ning3			
ing	臖		xing4			
ing	譍		ying4			
ing	䰝		zing4			
ing	癭	瘿	ying3			
ing	聽	听	ting4			
ing	鑋		qing4			
ing	䵴		ying4			
ing	鱦		ying4			
ing	鸋		ning4			
ing	靐		bing4			
ing	𠝟		ying3			
ing	𠲮		jing4			
ing	𡈼		ting3			
ing	𡊞		bing4			
ing	𢜫		sing3			
ing	𢺰		ling4			
ing	𣢝		xing4			
ing	𣤵		ying3			
ing	𤱹		ting3			
ing	𥁰		ming3			
ing	𥥊		ming3			
ing	𥥻		qing4			
ing	𥪰		jing4			
ing	𦉬		ting3			
ing	𦊓		ling3			
ing	𦘭		ding4			
ing	𦢆		ying3			
ing	𨆪		qing4			
ing	𨙷		zing3			
ing	𨟙		ying3			
ing	𩇕		zing4			
ing	𩓞		zing4			
ing	𩕢		ding3			
ing	𩕳		ning3			
ing	𩘑		ying3			
ing	𩜁		xing4			
ing	𩠑		ding3			
ing	𩰹		jing4			
ing	𩱭		zing4			
ing	𩳍		ying3			
ing	𪊑		qing4			
