韻	字	簡化字	推導音	校正音	罕用標記	註
?	打		?			
?	地		?			
?	佁		?			
?	姂		?			
?	疓		?			
?	拐		?			
?	窀		?			
?	倄		?			
?	栘		?			
?	茝		?			
?	推		?			
?	猲		?			
?	䎎		?			
?	殜		?			
?	墬		?			
?	箉		?			
?	蓷		?			
?	遪		?			
?	㺗		?			
?	虥		?			
?	鄹		?			
?	嬽		?			
?	鯫	鲰	?			
?	䑂		?			
?	譫	谵	?			
?	㶒		?			
?	臡		?			
?	𡎻		?			
?	𡰝		?			
?	𡷝		?			
?	𣤩		?			
?	𣹵		?			
?	𤜼		?			
?	𥛚		?			
?	𦑣		?			
?	𦚪		?			
?	𧾛		?			
?	𩐱		?			
?	𩬳		?			
?	𩭿		?			
?	𪒴		?			
