韻	字	簡化字	推導音	校正音	罕用標記	註
iun	宭		jun1			
iun	峮		qun1			
iun	捘		ciun1			
iun	珣		siun1			
iun	莙		jun1			
iun	逡		ciun1			
iun	桾		jun1			
iun	焄		xun1			
iun	眴		siun1			
iun	㚃		yun1			
iun	勛	勋	xun1			
iun	皴		ciun1			
iun	竣		ciun1			
iun	葷	荤	xun1			
iun	蒀		yun1			
iun	鈞	钧	jun1			
iun	䇹		jun1			
iun	槆		siun1			
iun	煴		yun1			
iun	詢	询	siun1			
iun	跧		ziun1			
iun	僎		ziun1			
iun	氳	氲	yun1			
iun	熏		xun1			
iun	皸	皲	jun1			
iun	箘		qun1			
iun	箟		qun1			
iun	踆		ciun1			
iun	輑		qun1			
iun	㕙		ciun1			
iun	䡝		yun1			
iun	勲		xun1			
iun	墫	樽	ciun1			
iun	奫		yun1			
iun	嶟		ziun1			
iun	緼		yun1			
iun	蝹		yun1			
iun	遵		ziun1			
iun	勳	勋	xun1			
iun	頵		jun1			
iun	頵		yun1			
iun	麇		jun1			
iun	檈		siun1			
iun	獯		xun1			
iun	竴		ciun1			
iun	薰		xun1			
iun	曛		xun1			
iun	燻	熏	xun1			
iun	臐		xun1			
iun	馧		yun1			
iun	鮶		jun1			
iun	麏		jun1			
iun	蘊	蕴	yun1			
iun	贇		yun1			
iun	麕		jun1			
iun	纁		xun1			
iun	醺		xun1			
iun	鷷		ziun1			
iun	𠣟		ciun1			
iun	𡈋		qun1			
iun	𣓓		siun1			
iun	𥠺		yun1			
iun	𧋕		qun1			
iun	云		yun2			
iun	勻	匀	yun2			
iun	匀		yun2			
iun	巡		siun2			
iun	旬		siun2			
iun	㸪		siun2			
iun	囩		yun2			
iun	妘		yun2			
iun	沄		yun2			
iun	芸		yun2			
iun	侖	仑	liun2			
iun	昀		yun2			
iun	洵		siun2			
iun	畇		siun2			
iun	畇		yun2			
iun	紃		siun2			
iun	員	员	yun2			
iun	宭		qun2			
iun	帬		qun2			
iun	紜	纭	yun2			
iun	耘		yun2			
iun	耺		yun2			
iun	荺		yun2			
iun	陯		liun2			
iun	倫	伦	liun2			
iun	䢵		yun2			
iun	圇	囵	liun2			
iun	惀		liun2			
iun	掄	抡	liun2			
iun	淪	沦	liun2			
iun	䖲		siun2			
iun	循		siun2			
iun	揗		siun2			
iun	棆		liun2			
iun	裙		qun2			
iun	鄖	郧	yun2			
iun	雲	云	yun2			
iun	愪		yun2			
iun	楯		siun2			
iun	溳		yun2			
iun	筠		yun2			
iun	羣		qun2			
iun	群		qun2			
iun	裠		qun2			
iun	馴	驯	siun2			
iun	䈁		liun2			
iun	䑳		liun2			
iun	綸	纶	liun2			
iun	蜦		liun2			
iun	㽦		siun2			
iun	䋸		siun2			
iun	澐		yun2			
iun	蕓	芸	yun2			
iun	踚		liun2			
iun	論	论	liun2			
iun	輪	轮	liun2			
iun	橒		yun2			
iun	篔		yun2			
iun	縜		yun2			
iun	䉙		yun2			
iun	鯩		liun2			
iun	鷷		ciun2			
iun	灥		siun2			
iun	𠣙		siun2			
iun	𤸷		qun2			
iun	𦓷		yun2			
iun	𦔐		yun2			
iun	𧶊		yun2			
iun	𧾩		siun2			
iun	𪀠		siun2			
iun	𪔅		yun2			
iun	允		yun3			
iun	尹		yun3			
iun	迅		siun4			
iun	呁		jun4			
iun	夽		yun3			
iun	忶		yun4			
iun	抎		yun3			
iun	狁		yun3			
iun	侚	徇	siun4			
iun	玧		yun3			
iun	俊		ziun4			
iun	徇		siun4			
iun	貟		yun4			
iun	迿		siun4			
iun	郡		jun4			
iun	陖		siun4			
iun	員	员	yun4			
iun	埈		siun4			
iun	峻		siun4			
iun	捃		jun4			
iun	栒	旬	siun3			
iun	殉		siun4			
iun	浚		siun4			
iun	笋		siun3			
iun	荺		yun3			
iun	莙		jun4			
iun	訓	训	xun4			
iun	隼		siun3			
iun	㖥		jun4			
iun	奞		siun4			
iun	晙		siun4			
iun	晙		ziun4			
iun	焌		ziun4			
iun	菌		jun4			
iun	鄆	郓	yun4			
iun	㼱		ziun4			
iun	喗		yun3			
iun	惲	恽	yun3			
iun	愠		yun4			
iun	揾		yun3			
iun	畯		ziun4			
iun	窘		jun4			
iun	筍	笋	siun3			
iun	運	运	yun4			
iun	隕	陨	yun3			
iun	㻒		jun4			
iun	䪳		yun3			
iun	愪		yun3			
iun	慍	愠	yun4			
iun	溳		yun3			
iun	韵		yun4			
iun	暈	晕	yun4			
iun	䐃		jun4			
iun	僒		jun4			
iun	儁		ziun4			
iun	殞	殒	yun3			
iun	皸	皲	jun4			
iun	箘		jun4			
iun	耣		liun3			
iun	蔨		jun4			
iun	蜠		jun4			
iun	褞		yun3			
iun	馻		yun3			
iun	㕙		ziun4			
iun	䡝		yun3			
iun	䲰		yun4			
iun	寯		ziun4			
iun	磒		yun3			
iun	箰		siun3			
iun	緷		yun4			
iun	緼		yun3			
iun	緼		yun4			
iun	蕰		yun3			
iun	蕰		yun4			
iun	餕		ziun4			
iun	䝍		jun4			
iun	縕		yun4			
iun	賱		yun3			
iun	醖		yun3			
iun	醖		yun4			
iun	䚋		yun4			
iun	濬	浚	siun4			
iun	薰		xun4			
iun	醞	酝	yun3			
iun	醞	酝	yun4			
iun	餫		yun4			
iun	駿	骏	ziun4			
iun	䩵		yun4			
iun	簨		siun3			
iun	臐		xun4			
iun	藴		yun3			
iun	藴		yun4			
iun	霣		yun3			
iun	韗		yun4			
iun	韞	韫	yun3			
iun	鵕		siun4			
iun	䫟		yun3			
iun	攈		jun4			
iun	韻	韵	yun4			
iun	鵻		siun3			
iun	爋		xun4			
iun	鐼		xun4			
iun	鶤		yun4			
iun	齫		yun3			
iun	齳		yun3			
iun	𠣬		siun3			
iun	𡴞		yun3			
iun	𡺲		siun4			
iun	𢏤		siun4			
iun	𢓈		siun4			
iun	𣕍		siun3			
iun	𤮪		ziun4			
iun	𤸫		yun3			
iun	𤸫		yun4			
iun	𥯗		siun3			
iun	𦃢		qun3			
iun	𦓾		liun3			
iun	𧉃		yun3			
iun	𧡡		yun4			
iun	𧥺		jun4			
iun	𧱝		jun4			
iun	𧶊		yun4			
iun	𧸩		siun4			
iun	𧼐		qun3			
iun	𧼐		yun3			
iun	𪏚		yun3			
iun	𪕞		ziun4			
