韻	調	字	簡化字	推導音	校正音	罕用標記	註
o	1	𥢔	𥢔	zhuo1			
o	1	𥬎	𥬎	muo1			
o	1	𥭓	𥭓	chuo1			
o	1	𥭖	𥭖	buo1			
o	1	𥯩	𥯩	zhuo1			
o	1	𥴮	𥴮	buo1			
o	1	𥴮	𥴮	puo1			
o	1	𥼚	𥼚	zhuo1			
o	1	𥽘	𥽘	muo1			
o	1	𦂗	𦂗	shuo1			
o	1	𦋞	𦋞	shuo1			
o	1	𦐦	𦐦	puo1			
o	1	𦗾	𦗾	guo1			
o	1	𦘅	𦘅	guo1			
o	1	𦚈	𦚈	tuo1			
o	1	𦢊	𦢊	buo1			
o	1	𦢸	𦢸	puo1			
o	1	𦥭	𦥭	puo1			
o	1	𦪑	𦪑	buo1			
o	1	𦫔	𦫔	puo1			
o	1	𦫕	𦫕	muo1			
o	1	𦯏	𦯏	yuo1			
o	1	𦰾	𦰾	xuo1			
o	1	𦰿	𦰿	duo1			
o	1	𦳮	𦳮	zhuo1			
o	1	𦵫	𦵫	suo1			
o	1	𦷛	𦷛	duo1			
o	1	𦸈	𦸈	guo1			
o	1	𦿍	𦿍	puo1			
o	1	𧂒	𧂒	zhuo1			
o	1	𧎾	𧎾	liuo1			
o	1	𧒖	𧒖	guo1			
o	1	𧕋	𧕋	yuo1			
o	1	𧖀	𧖀	zhuo1			
o	1	𧘑	𧘑	zhuo1			
o	1	𧘟	𧘟	puo1			
o	1	𧢢	𧢢	yuo1			
o	1	𧢺	𧢺	nuo1			
o	1	𧣺	𧣺	nuo1			
o	1	𧦭	𧦭	tuo1			
o	1	𧨀	𧨀	suo1			
o	1	𧭥	𧭥	luo1			
o	1	𧯆	𧯆	huo1			
o	1	𧴤	𧴤	puo1			
o	1	𨀝	𨀝	rhuo1			
o	1	𨀨	𨀨	zuo1			
o	1	𨂩	𨂩	puo1			
o	1	𨂫	𨂫	tuo1			
o	1	𨈋	𨈋	yuo1			
o	1	𨍋	𨍋	guo1			
o	1	𨏒	𨏒	luo1			
o	1	𨟍	𨟍	guo1			
o	1	𨟠	𨟠	quo1			
o	1	𨡩	𨡩	puo1			
o	1	𨢬	𨢬	zhuo1			
o	1	𨣱	𨣱	muo1			
o	1	𨵫	𨵫	niuo1			
o	1	𨷲	𨷲	yuo1			
o	1	𨸭	𨸭	puo1			
o	1	𨹃	𨹃	duo1			
o	1	𨹄	𨹄	duo1			
o	1	𩂣	𩂣	luo1			
o	1	𩅿	𩅿	fuo1			
o	1	𩊚	𩊚	luo1			
o	1	𩊮	𩊮	suo1			
o	1	𩋁	𩋁	zhuo1			
o	1	𩌈	𩌈	suo1			
o	1	𩌏	𩌏	buo1			
o	1	𩌥	𩌥	xuo1			
o	1	𩐟	𩐟	buo1			
o	1	𩑦	𩑦	muo1			
o	1	𩑷	𩑷	muo1			
o	1	𩓥	𩓥	yuo1			
o	1	𩔈	𩔈	puo1			
o	1	𩟓	𩟓	wo1			
o	1	𩧐	𩧐	luo1			
o	1	𩧐	𩧐	tuo1			
o	1	𩫏	𩫏	guo1			
o	1	𩯌	𩯌	buo1			
o	1	𩰥	𩰥	ziuo1			
o	1	𩰫	𩰫	guo1			
o	1	𩰬	𩰬	guo1			
o	1	𩱲	𩱲	yuo1			
o	1	𩱷	𩱷	muo1			
o	1	𩾷	𩾷	guo1			
o	1	𩿣	𩿣	muo1			
o	1	𪀡	𪀡	liuo1			
o	1	𪇰	𪇰	buo1			
o	1	𪇱	𪇱	luo1			
o	1	𪑱	𪑱	yuo1			
o	1	𪘏	𪘏	chuo1			
o	1	𪘓	𪘓	cuo1			
o	1	𪙍	𪙍	buo1			
o	2	勺	勺	shuo2			
o	2	仛	仛	duo2			
o	2	仢	仢	shuo2			
o	2	犮	犮	buo2			
o	2	禾	禾	huo2			
o	2	妁	妁	shuo2			
o	2	汋	汋	shuo2			
o	2	汋	汋	zhuo2			
o	2	池	池	tuo2			
o	2	芍	芍	shuo2			
o	2	那	那	nuo2			
o	2	佗	佗	tuo2			
o	2	吪	吪	wo2			
o	2	囮	囮	wo2			
o	2	孛	孛	buo2			
o	2	杓	杓	shuo2			
o	2	谷	谷	juo2			
o	2	陀	陀	tuo2			
o	2	佸	佸	huo2			
o	2	咊	咊	huo2			
o	2	和	和	huo2			
o	2	坺	坺	buo2			
o	2	妭	妭	buo2			
o	2	岝	岝	zuo2			
o	2	怍	怍	zuo2			
o	2	拔	拔	buo2			
o	2	沱	沱	tuo2			
o	2	沲	沲	tuo2			
o	2	泊	泊	buo2			
o	2	瓝	瓝	buo2			
o	2	茇	茇	buo2			
o	2	迱	迱	tuo2			
o	2	㓪	㓪	luo2			
o	2	㤞	㤞	duo2			
o	2	㸰	㸰	tuo2			
o	2	㸲	㸲	zuo2			
o	2	㼠	㼠	tuo2			
o	2	䎠	䎠	nuo2			
o	2	勃	勃	buo2			
o	2	姡	姡	huo2			
o	2	挪	挪	nuo2			
o	2	昨	昨	zuo2			
o	2	柞	柞	zuo2			
o	2	柮	柮	zuo2			
o	2	活	活	huo2			
o	2	炦	炦	buo2			
o	2	癹	癹	buo2			
o	2	胈	胈	buo2			
o	2	郣	郣	buo2			
o	2	度	度	duo2			
o	2	䄶	䄶	buo2			
o	2	丵	丵	zhuo2			
o	2	亳	亳	buo2			
o	2	悖	悖	buo2			
o	2	挩	挩	duo2			
o	2	挬	挬	buo2			
o	2	捔	捔	zhuo2			
o	2	浞	浞	zhuo2			
o	2	浡	浡	buo2			
o	2	瓟	瓟	buo2			
o	2	盉	盉	huo2			
o	2	砟	砟	zuo2			
o	2	秨	秨	zuo2			
o	2	窇	窇	buo2			
o	2	莋	莋	zuo2			
o	2	莌	莌	duo2			
o	2	袉	袉	tuo2			
o	2	㪍	㪍	buo2			
o	2	㭫	㭫	cuo2			
o	2	㶿	㶿	buo2			
o	2	㼎	㼎	buo2			
o	2	䄆	䄆	huo2			
o	2	䍫	䍫	tuo2			
o	2	䒩	䒩	huo2			
o	2	䟛	䟛	buo2			
o	2	剫	剫	duo2			
o	2	婆	婆	puo2			
o	2	捼	捼	nuo2			
o	2	敓	敓	duo2			
o	2	敚	敚	duo2			
o	2	桲	桲	buo2			
o	2	秳	秳	huo2			
o	2	笮	笮	zuo2			
o	2	紽	紽	tuo2			
o	2	脖	脖	buo2			
o	2	脫	脱	duo2			
o	2	艴	艴	buo2			
o	2	菝	菝	buo2			
o	2	著	著	zhuo2			
o	2	虘	虘	cuo2			
o	2	訛	讹	wo2			
o	2	䡐	䡐	tuo2			
o	2	䣮	䣮	buo2			
o	2	喥	喥	duo2			
o	2	堶	堶	tuo2			
o	2	嵯	嵯	cuo2			
o	2	嵳	嵳	cuo2			
o	2	渤	渤	buo2			
o	2	痤	痤	cuo2			
o	2	痥	痥	duo2			
o	2	睉	睉	cuo2			
o	2	矬	矬	cuo2			
o	2	确	确	xuo2			
o	2	腡	脶	luo2			
o	2	葃	葃	zuo2			
o	2	蒫	蒫	cuo2			
o	2	詑	詑	tuo2			
o	2	越	越	huo2			
o	2	跋	跋	buo2			
o	2	跎	跎	tuo2			
o	2	跑	跑	buo2			
o	2	軷	軷	buo2			
o	2	酡	酡	tuo2			
o	2	酢	酢	zuo2			
o	2	鈋	鈋	wo2			
o	2	䞰	䞰	zhuo2			
o	2	媻	媻	puo2			
o	2	碆	碆	puo2			
o	2	碢	碢	tuo2			
o	2	筰	筰	zuo2			
o	2	鈸	钹	buo2			
o	2	鈼	鈼	zuo2			
o	2	鉌	鉌	huo2			
o	2	雹	雹	buo2			
o	2	飵	飵	zuo2			
o	2	馱	驮	tuo2			
o	2	䭾	䭾	tuo2			
o	2	䯋	䯋	buo2			
o	2	奪	夺	duo2			
o	2	搫	搫	puo2			
o	2	摞	摞	luo2			
o	2	瘥	瘥	cuo2			
o	2	箔	箔	buo2			
o	2	蔖	蔖	cuo2			
o	2	蔢	蔢	puo2			
o	2	誖	誖	buo2			
o	2	踄	踄	buo2			
o	2	鄱	鄱	puo2			
o	2	颰	颰	buo2			
o	2	馛	馛	buo2			
o	2	骲	骲	buo2			
o	2	魃	魃	buo2			
o	2	㽨	㽨	cuo2			
o	2	㿥	㿥	xuo2			
o	2	䈏	䈏	buo2			
o	2	䐘	䐘	juo2			
o	2	䮀	䮀	buo2			
o	2	䮂	䮂	buo2			
o	2	凙	凙	duo2			
o	2	摩	摩	muo2			
o	2	艖	艖	cuo2			
o	2	銼	锉	cuo2			
o	2	鋜	鋜	zhuo2			
o	2	餑	饽	buo2			
o	2	駝	驼	tuo2			
o	2	駞	駞	tuo2			
o	2	魤	魤	wo2			
o	2	㗻	㗻	huo2			
o	2	䑘	䑘	cuo2			
o	2	䳊	䳊	buo2			
o	2	噱	噱	juo2			
o	2	學	学	xuo2			
o	2	嶨	嶨	xuo2			
o	2	擭	擭	huo2			
o	2	濁	浊	zhuo2			
o	2	濩	濩	huo2			
o	2	磨	磨	muo2			
o	2	篧	篧	zhuo2			
o	2	縛	缚	fuo2			
o	2	翯	翯	xuo2			
o	2	薄	薄	buo2			
o	2	踱	踱	duo2			
o	2	醝	醝	cuo2			
o	2	馞	馞	buo2			
o	2	鮀	鮀	tuo2			
o	2	鴕	鸵	tuo2			
o	2	㦜	㦜	huo2			
o	2	㺟	㺟	zhuo2			
o	2	䟄	䟄	zhuo2			
o	2	䴾	䴾	cuo2			
o	2	嬥	嬥	zhuo2			
o	2	擢	擢	zhuo2			
o	2	檴	檴	huo2			
o	2	澩	泶	xuo2			
o	2	澩	泶	zhuo2			
o	2	濯	濯	zhuo2			
o	2	皤	皤	puo2			
o	2	簎	簎	zhuo2			
o	2	繁	繁	puo2			
o	2	臄	臄	juo2			
o	2	謈	謈	buo2			
o	2	豰	豰	buo2			
o	2	螺	螺	luo2			
o	2	㩧	㩧	buo2			
o	2	㪬	㪬	zhuo2			
o	2	䎰	䎰	zuo2			
o	2	䠡	䠡	cuo2			
o	2	䣜	䣜	cuo2			
o	2	䨥	䨥	huo2			
o	2	懪	懪	buo2			
o	2	穫	获	huo2			
o	2	襗	襗	duo2			
o	2	鮵	鮵	duo2			
o	2	鵓	鹁	buo2			
o	2	鼧	鼧	tuo2			
o	2	䐾	䐾	duo2			
o	2	䚨	䚨	buo2			
o	2	犦	犦	buo2			
o	2	簿	簿	buo2			
o	2	蠃	蠃	luo2			
o	2	譌	譌	wo2			
o	2	蹻	蹻	juo2			
o	2	鏍	镙	luo2			
o	2	鵫	鵫	zhuo2			
o	2	羅	罗	luo2			
o	2	䯢	䯢	muo2			
o	2	䰈	䰈	cuo2			
o	2	嚼	嚼	ziuo2			
o	2	灂	灂	zhuo2			
o	2	蠗	蠗	zhuo2			
o	2	觷	觷	xuo2			
o	2	醵	醵	juo2			
o	2	魔	魔	muo2			
o	2	鹺	鹾	cuo2			
o	2	儸	罗	luo2			
o	2	儺	傩	nuo2			
o	2	劘	劘	muo2			
o	2	爝	爝	ziuo2			
o	2	礴	礴	buo2			
o	2	蠡	蠡	luo2			
o	2	覼	覼	luo2			
o	2	鐲	镯	zhuo2			
o	2	鐸	铎	duo2			
o	2	鑊	镬	huo2			
o	2	騾	骡	luo2			
o	2	囉	罗	luo2			
o	2	皭	皭	ziuo2			
o	2	驒	驒	tuo2			
o	2	鷟	鷟	zhuo2			
o	2	龢	和	huo2			
o	2	蘿	萝	luo2			
o	2	㔮	㔮	nuo2			
o	2	欏	椤	luo2			
o	2	驘	驘	luo2			
o	2	鬠	鬠	huo2			
o	2	鑮	鑮	buo2			
o	2	鷽	鷽	xuo2			
o	2	鸀	鸀	zhuo2			
o	2	鸁	鸁	luo2			
o	2	齹	齹	cuo2			
o	2	䭦	䭦	buo2			
o	2	籮	箩	luo2			
o	2	臡	臡	nuo2			
o	2	鸐	鸐	zhuo2			
o	2	鼉	鼍	tuo2			
o	2	齺	齺	zhuo2			
o	2	躦	躜	cuo2			
o	2	䭩	䭩	muo2			
o	2	鑼	锣	luo2			
o	2	饠	饠	luo2			
o	2	鑿	凿	zuo2			
o	2	𠊬	𠊬	juo2			
o	2	𠶸	𠶸	juo2			
o	2	𠹈	𠹈	nuo2			
o	2	𡋯	𡋯	buo2			
o	2	𡖔	𡖔	nuo2			
o	2	𡙜	𡙜	duo2			
o	2	𡡉	𡡉	muo2			
o	2	𡩆	𡩆	tuo2			
o	2	𢂃	𢂃	zuo2			
o	2	𢇷	𢇷	buo2			
o	2	𢋒	𢋒	huo2			
o	2	𢋱	𢋱	zhuo2			
o	2	𢜬	𢜬	duo2			
o	2	𢠜	𢠜	buo2			
o	2	𢢗	𢢗	zhuo2			
o	2	𢷏	𢷏	buo2			
o	2	𢺡	𢺡	zhuo2			
o	2	𣜄	𣜄	luo2			
o	2	𣩈	𣩈	cuo2			
o	2	𣫞	𣫞	zuo2			
o	2	𣭷	𣭷	buo2			
o	2	𣽅	𣽅	huo2			
o	2	𤄷	𤄷	luo2			
o	2	𤐰	𤐰	huo2			
o	2	𤖱	𤖱	huo2			
o	2	𤘟	𤘟	nuo2			
o	2	𤻙	𤻙	huo2			
o	2	𥀣	𥀣	xuo2			
o	2	𥂓	𥂓	muo2			
o	2	𥡜	𥡜	luo2			
o	2	𥢵	𥢵	luo2			
o	2	𥭓	𥭓	buo2			
o	2	𥰭	𥰭	cuo2			
o	2	𦁎	𦁎	zuo2			
o	2	𦟟	𦟟	muo2			
o	2	𦢊	𦢊	buo2			
o	2	𦣆	𦣆	muo2			
o	2	𦸦	𦸦	buo2			
o	2	𦿌	𦿌	luo2			
o	2	𧃔	𧃔	zhuo2			
o	2	𧄿	𧄿	luo2			
o	2	𧍕	𧍕	juo2			
o	2	𧕛	𧕛	tuo2			
o	2	𧩧	𧩧	duo2			
o	2	𧺡	𧺡	buo2			
o	2	𧺺	𧺺	buo2			
o	2	𨍏	𨍏	duo2			
o	2	𨖮	𨖮	zhuo2			
o	2	𨰠	𨰠	luo2			
o	2	𩃶	𩃶	buo2			
o	2	𩅟	𩅟	buo2			
o	2	𩆸	𩆸	zhuo2			
o	2	𩉺	𩉺	tuo2			
o	2	𩍜	𩍜	duo2			
o	2	𩍿	𩍿	buo2			
o	2	𩑂	𩑂	zhuo2			
o	2	𩑒	𩑒	duo2			
o	2	𩕏	𩕏	puo2			
o	2	𩞁	𩞁	muo2			
o	2	𩣡	𩣡	buo2			
o	2	𩱚	𩱚	buo2			
o	2	𩴓	𩴓	nuo2			
o	2	𩺽	𩺽	buo2			
o	2	𩼊	𩼊	luo2			
o	2	𩽛	𩽛	buo2			
o	2	𪘓	𪘓	cuo2			
o	3	大	大	duo4			
o	3	火	火	huo3			
o	3	叵	叵	puo3			
o	3	左	左	zuo3			
o	3	左	左	zuo4			
o	3	划	划	guo3			
o	3	划	划	guo4			
o	3	朵	朵	duo3			
o	3	朶	朶	duo3			
o	3	那	那	nuo3			
o	3	那	那	nuo4			
o	3	邩	邩	huo3			
o	3	佐	佐	zuo4			
o	3	作	作	zuo4			
o	3	坐	坐	zuo4			
o	3	妥	妥	tuo3			
o	3	卵	卵	luo3			
o	3	㝾	㝾	zuo3			
o	3	㝾	㝾	zuo4			
o	3	㝿	㝿	buo3			
o	3	㳀	㳀	guo4			
o	3	些	些	suo4			
o	3	刴	刴	duo4			
o	3	剁	剁	duo4			
o	3	和	和	huo4			
o	3	拕	拕	duo4			
o	3	拖	拖	tuo4			
o	3	果	果	guo3			
o	3	沱	沱	duo4			
o	3	爸	爸	buo4			
o	3	臥	卧	wo4			
o	3	陊	陊	duo4			
o	3	奈	奈	nuo4			
o	3	㛂	㛂	nuo3			
o	3	㛂	㛂	wo3			
o	3	㛆	㛆	duo4			
o	3	㡅	㡅	nuo3			
o	3	侳	侳	zuo4			
o	3	剆	剆	luo3			
o	3	剉	锉	cuo4			
o	3	哆	哆	duo3			
o	3	哆	哆	duo4			
o	3	哪	哪	nuo3			
o	3	垛	垛	duo4			
o	3	娜	娜	nuo3			
o	3	挅	挅	duo4			
o	3	挆	挆	duo3			
o	3	柁	柁	duo4			
o	3	科	科	kuo4			
o	3	㟎	㟎	tuo3			
o	3	俰	俰	huo4			
o	3	倭	倭	wo3			
o	3	倮	倮	luo3			
o	3	夎	夎	zuo4			
o	3	娑	娑	suo3			
o	3	座	座	zuo4			
o	3	挫	挫	zuo4			
o	3	桗	桗	duo4			
o	3	毤	毤	tuo4			
o	3	爹	爹	duo4			
o	3	盉	盉	huo4			
o	3	砢	砢	luo3			
o	3	破	破	puo4			
o	3	莝	莝	cuo4			
o	3	袉	袉	duo4			
o	3	袉	袉	tuo3			
o	3	袏	袏	zuo4			
o	3	做	做	zuo4			
o	3	唾	唾	tuo4			
o	3	埵	埵	duo3			
o	3	堁	堁	kuo3			
o	3	堁	堁	kuo4			
o	3	婐	婐	wo3			
o	3	惈	惈	guo3			
o	3	涴	涴	wo4			
o	3	涶	涶	tuo4			
o	3	猓	猓	guo3			
o	3	痑	痑	duo4			
o	3	脞	脞	cuo3			
o	3	舵	舵	duo4			
o	3	菓	菓	guo3			
o	3	貨	货	huo4			
o	3	過	过	guo4			
o	3	隋	隋	tuo3			
o	3	䂳	䂳	cuo3			
o	3	堧	堧	nuo4			
o	3	媠	媠	duo4			
o	3	媠	媠	tuo3			
o	3	惢	惢	suo3			
o	3	惰	惰	duo4			
o	3	愞	愞	nuo4			
o	3	揣	揣	duo3			
o	3	敤	敤	kuo3			
o	3	敤	敤	kuo4			
o	3	棵	棵	kuo3			
o	3	番	番	buo4			
o	3	硰	硰	cuo3			
o	3	硰	硰	zuo3			
o	3	禍	祸	huo4			
o	3	葰	葰	suo3			
o	3	袲	袲	nuo3			
o	3	詑	詑	duo4			
o	3	跛	跛	buo3			
o	3	㪜	㪜	duo3			
o	3	㾧	㾧	kuo4			
o	3	䅜	䅜	duo4			
o	3	毻	毻	tuo4			
o	3	溑	溑	suo3			
o	3	瑳	瑳	cuo3			
o	3	蓏	蓏	luo3			
o	3	蛻	蜕	tuo4			
o	3	跢	跢	duo4			
o	3	跺	跺	duo4			
o	3	躲	躲	duo3			
o	3	馱	驮	duo4			
o	3	裸	裸	luo3			
o	3	䤪	䤪	duo3			
o	3	䭾	䭾	duo4			
o	3	塺	塺	muo4			
o	3	墮	堕	duo4			
o	3	墮	堕	tuo3			
o	3	夥	伙	huo4			
o	3	嫷	嫷	duo4			
o	3	嫷	嫷	tuo4			
o	3	嶞	嶞	duo4			
o	3	憜	憜	duo4			
o	3	摞	摞	luo4			
o	3	瑣	琐	suo3			
o	3	磋	磋	cuo4			
o	3	稬	稬	nuo4			
o	3	粿	粿	guo3			
o	3	綞	缍	duo3			
o	3	蜾	蜾	guo3			
o	3	裹	裹	guo3			
o	3	裹	裹	guo4			
o	3	褍	褍	duo3			
o	3	褨	褨	suo3			
o	3	頗	颇	puo3			
o	3	頗	颇	puo4			
o	3	駄	駄	duo4			
o	3	麼	么	muo3			
o	3	䈗	䈗	suo3			
o	3	䙃	䙃	duo4			
o	3	䫂	䫂	duo3			
o	3	䴹	䴹	guo3			
o	3	摩	摩	muo4			
o	3	播	播	buo4			
o	3	橢	椭	tuo3			
o	3	縒	縒	suo3			
o	3	課	课	kuo4			
o	3	諎	諎	cuo4			
o	3	躶	躶	luo3			
o	3	輠	輠	guo3			
o	3	輠	輠	huo4			
o	3	銼	锉	cuo4			
o	3	駊	駊	buo3			
o	3	駊	駊	puo3			
o	3	䐝	䐝	suo4			
o	3	橠	橠	nuo3			
o	3	瘰	瘰	luo3			
o	3	磨	磨	muo4			
o	3	縛	缚	buo4			
o	3	錁	锞	guo3			
o	3	鍺	锗	duo3			
o	3	餜	餜	guo3			
o	3	䤻	䤻	duo4			
o	3	䵀	䵀	suo3			
o	3	嬤	嬷	muo3			
o	3	懡	懡	muo3			
o	3	懦	懦	nuo4			
o	3	癉	瘅	duo3			
o	3	癉	瘅	duo4			
o	3	顆	颗	kuo3			
o	3	髁	髁	kuo4			
o	3	䇔	䇔	luo4			
o	3	鎖	锁	suo3			
o	3	騍	骒	guo4			
o	3	鵎	鵎	tuo3			
o	3	㰁	㰁	luo3			
o	3	穤	穤	nuo4			
o	3	簸	簸	buo3			
o	3	簸	簸	buo4			
o	3	蠃	蠃	luo3			
o	3	譒	譒	buo4			
o	3	鐹	鐹	guo3			
o	3	鐹	鐹	guo4			
o	3	鬌	鬌	duo3			
o	3	鬌	鬌	duo4			
o	3	䰈	䰈	cuo3			
o	3	嚲	嚲	duo3			
o	3	糯	糯	nuo4			
o	3	臝	臝	luo3			
o	3	㦬	㦬	luo3			
o	3	邏	逻	luo4			
o	3	㱻	㱻	luo4			
o	3	䲊	䲊	duo4			
o	3	䲊	䲊	tuo3			
o	3	奲	奲	duo3			
o	3	曪	曪	luo3			
o	3	欏	椤	luo3			
o	3	㿚	㿚	luo4			
o	3	䃺	䃺	muo4			
o	3	䌴	䌴	luo4			
o	3	𠏢	𠏢	luo4			
o	3	𠡃	𠡃	zuo4			
o	3	𠻡	𠻡	luo3			
o	3	𡋲	𡋲	zuo4			
o	3	𡖿	𡖿	huo4			
o	3	𡰠	𡰠	luo4			
o	3	𡱼	𡱼	kuo4			
o	3	𡽠	𡽠	puo3			
o	3	𢀴	𢀴	wo3			
o	3	𢄴	𢄴	nuo3			
o	3	𢫷	𢫷	nuo3			
o	3	𢯽	𢯽	cuo4			
o	3	𢱡	𢱡	suo3			
o	3	𢺆	𢺆	luo4			
o	3	𢿥	𢿥	buo4			
o	3	𣂞	𣂞	luo3			
o	3	𣄸	𣄸	huo4			
o	3	𣋟	𣋟	muo3			
o	3	𣮆	𣮆	tuo4			
o	3	𣵻	𣵻	duo4			
o	3	𤬾	𤬾	duo4			
o	3	𤲬	𤲬	nuo4			
o	3	𤼠	𤼠	luo3			
o	3	𥔭	𥔭	suo3			
o	3	𥙯	𥙯	huo4			
o	3	𥚁	𥚁	huo4			
o	3	𥟿	𥟿	wo3			
o	3	𥠄	𥠄	duo3			
o	3	𥬲	𥬲	duo4			
o	3	𥬸	𥬸	duo4			
o	3	𥳔	𥳔	duo4			
o	3	𥿰	𥿰	duo3			
o	3	𦀉	𦀉	duo3			
o	3	𦝠	𦝠	luo3			
o	3	𧒖	𧒖	guo4			
o	3	𧝍	𧝍	tuo4			
o	3	𧝹	𧝹	luo3			
o	3	𧟌	𧟌	luo4			
o	3	𧱫	𧱫	duo4			
o	3	𧴪	𧴪	suo3			
o	3	𨘌	𨘌	huo4			
o	3	𨝉	𨝉	suo3			
o	3	𨦃	𨦃	duo3			
o	3	𨹃	𨹃	duo3			
o	3	𨹄	𨹄	duo3			
o	3	𨼰	𨼰	tuo3			
o	3	𩊜	𩊜	duo3			
o	3	𩊜	𩊜	duo4			
o	3	𩝢	𩝢	luo3			
o	3	𩟂	𩟂	guo4			
o	3	𩹳	𩹳	suo3			
o	3			zuo3			
ou	1	丩	丩	jou1			
ou	1	勼	勼	jou1			
ou	1	勾	勾	gou1			
ou	1	丘	丘	qou1			
ou	1	句	句	gou1			
ou	1	丟	丢	diou1			
ou	1	丠	丠	qou1			
ou	1	休	休	xou1			
ou	1	州	州	zhou1			
ou	1	收	收	shou1			
ou	1	朻	朻	jou1			
ou	1	舟	舟	zhou1			
ou	1	㽱	㽱	jou1			
ou	1	吺	吺	dou1			
ou	1	妋	妋	you1			
ou	1	芤	芤	kou1			
ou	1	邱	邱	qou1			
ou	1	侜	侜	zhou1			
ou	1	呦	呦	you1			
ou	1	周	周	zhou1			
ou	1	妯	妯	chou1			
ou	1	怮	怮	you1			
ou	1	抽	抽	chou1			
ou	1	泑	泑	you1			
ou	1	䡂	䡂	jou1			
ou	1	侸	侸	dou1			
ou	1	修	修	siou1			
ou	1	剅	剅	dou1			
ou	1	咮	咮	zhou1			
ou	1	咻	咻	xou1			
ou	1	幽	幽	you1			
ou	1	庥	庥	xou1			
ou	1	恘	恘	qou1			
ou	1	枸	枸	gou1			
ou	1	洲	洲	zhou1			
ou	1	秋	秋	ciou1			
ou	1	秌	秌	ciou1			
ou	1	訄	訄	qou1			
ou	1	迺	乃	ziou1			
ou	1	郖	郖	dou1			
ou	1	冓	冓	gou1			
ou	1	捜	捜	shou1			
ou	1	涑	涑	sou1			
ou	1	烋	烋	xou1			
ou	1	羞	羞	siou1			
ou	1	脩	修	siou1			
ou	1	郮	郮	zhou1			
ou	1	郰	郰	zhou1			
ou	1	陬	陬	zhou1			
ou	1	陬	陬	zou1			
ou	1	㾋	㾋	xou1			
ou	1	䑦	䑦	gou1			
ou	1	偷	偷	tou1			
ou	1	兜	兜	dou1			
ou	1	區	区	ou1			
ou	1	啁	啁	zhou1			
ou	1	夠	够	gou1			
ou	1	夠	够	kou1			
ou	1	婤	婤	chou1			
ou	1	婤	婤	zhou1			
ou	1	惆	惆	qou1			
ou	1	惆	惆	chou1			
ou	1	掫	掫	zou1			
ou	1	矪	矪	zhou1			
ou	1	脙	脙	xou1			
ou	1	菆	菆	zhou1			
ou	1	蚯	蚯	qou1			
ou	1	鄋	鄋	shou1			
ou	1	㲃	㲃	qou1			
ou	1	兠	兠	dou1			
ou	1	啾	啾	ziou1			
ou	1	喌	喌	zhou1			
ou	1	媮	偷	tou1			
ou	1	廋	廋	shou1			
ou	1	揂	揂	ziou1			
ou	1	揪	揪	ziou1			
ou	1	搜	搜	shou1			
ou	1	棷	棷	zhou1			
ou	1	棷	棷	zou1			
ou	1	湫	湫	ciou1			
ou	1	湫	湫	ziou1			
ou	1	溲	溲	shou1			
ou	1	獀	獀	shou1			
ou	1	萩	萩	ciou1			
ou	1	蒐	搜	shou1			
ou	1	軥	軥	gou1			
ou	1	遒	遒	ziou1			
ou	1	鄒	邹	zhou1			
ou	1	㗕	㗕	gou1			
ou	1	㨨	㨨	chou1			
ou	1	剾	剾	kou1			
ou	1	剾	剾	ou1			
ou	1	彀	彀	gou1			
ou	1	揫	揫	ziou1			
ou	1	搊	搊	chou1			
ou	1	楸	楸	ciou1			
ou	1	溝	沟	gou1			
ou	1	貅	貅	xou1			
ou	1	輈	輈	zhou1			
ou	1	鉤	钩	gou1			
ou	1	鳩	鸠	jou1			
ou	1	麀	麀	you1			
ou	1	㮲	㮲	chou1			
ou	1	嘔	呕	ou1			
ou	1	彄	彄	kou1			
ou	1	摗	摗	sou1			
ou	1	摳	抠	kou1			
ou	1	樇	樇	siou1			
ou	1	滱	滱	kou1			
ou	1	漚	沤	ou1			
ou	1	稵	稵	ziou1			
ou	1	箃	箃	zhou1			
ou	1	緅	緅	zhou1			
ou	1	緅	緅	zou1			
ou	1	蓲	蓲	qou1			
ou	1	蓲	蓲	ou1			
ou	1	髤	髤	xou1			
ou	1	䎿	䎿	ziou1			
ou	1	䗏	䗏	shou1			
ou	1	憂	忧	you1			
ou	1	樛	樛	jou1			
ou	1	歐	欧	ou1			
ou	1	犙	犙	shou1			
ou	1	甌	瓯	ou1			
ou	1	篍	篍	ciou1			
ou	1	緧	緧	ciou1			
ou	1	緱	缑	gou1			
ou	1	膒	膒	ou1			
ou	1	蝤	蝤	ziou1			
ou	1	螋	螋	shou1			
ou	1	褠	褠	gou1			
ou	1	調	调	zhou1			
ou	1	賙	周	zhou1			
ou	1	輖	輖	zhou1			
ou	1	鋀	鋀	tou1			
ou	1	䑼	䑼	zhou1			
ou	1	䤇	䤇	shou1			
ou	1	瘳	瘳	chou1			
ou	1	瞘	瞘	kou1			
ou	1	瞘	瞘	ou1			
ou	1	篘	篘	chou1			
ou	1	篝	篝	gou1			
ou	1	趥	趥	ciou1			
ou	1	鄹	鄹	zhou1			
ou	1	醔	醔	chou1			
ou	1	醙	醙	shou1			
ou	1	髹	髹	xou1			
ou	1	鮂	鮂	ziou1			
ou	1	鴝	鸲	gou1			
ou	1	䁱	䁱	kou1			
ou	1	䁱	䁱	ou1			
ou	1	䙔	䙔	ou1			
