韻	字	簡化字	推導音	校正音	罕用標記	註
ang	䥈		mang3			
ang	癢	痒	yang3			
ang	矌		kuang4			
ang	繦		jang3			
ang	顙	颡	sang3			
ang	髈		pang3			
ang	䫪		chuang3			
ang	䫪		shuang3			
ang	䵮		yang4			
ang	嚷		rhang3			
ang	壤		rhang3			
ang	懹		rhang4			
ang	攘		rhang3			
ang	攘		rhang4			
ang	纊	纩	kuang4			
ang	譡		dang4			
ang	鏹	镪	jang3			
ang	響	响	xang3			
ang	饗	飨	xang3			
ang	黨	党	dang3			
ang	䕞		lang4			
ang	䦳		xang4			
ang	曩		nang3			
ang	欀		rhang4			
ang	羻		qang4			
ang	闣		dang4			
ang	髒	脏	zang3			
ang	鶭		fang3			
ang	儻	傥	dang3			
ang	儻	傥	tang3			
ang	儻	傥	tang4			
ang	穰		rhang3			
ang	鱌		siang4			
ang	鷞		shuang3			
ang	䑋		rhang3			
ang	戃		tang3			
ang	攩		dang3			
ang	攩		tang3			
ang	攩		huang4			
ang	灙		dang3			
ang	蠰		rhang3			
ang	蠰		shang4			
ang	儾		nang4			
ang	曭		tang3			
ang	欓		dang3			
ang	爣		tang3			
ang	讓	让	rhang4			
ang	躟		rhang3			
ang	釀	酿	niang4			
ang	㚂		nang4			
ang	㿩		tang3			
ang	攮		nang3			
ang	灢		nang3			
ang	灢		nang4			
ang	矘		tang3			
ang	饟	饷	shang3			
ang	饟	饷	shang4			
ang	驡		zang3			
ang	䣣		dang3			
ang	讜	谠	dang3			
ang	戇	戆	zhuang4			
ang	䖆		rhang3			
ang	䖆		niang4			
ang	𠈵		mang3			
ang	𠉫		guang4			
ang	𠍵		yang4			
ang	𠏤		guang3			
ang	𠓜		liang3			
ang	𠞮		chuang3			
ang	𠸶		sang4			
ang	𡇈		dang4			
ang	𡔞		wang3			
ang	𡕬		hang4			
ang	𡡂		yang4			
ang	𡧽		huang3			
ang	𡲣		jang4			
ang	𡵙		ang4			
ang	𡻚		kang3			
ang	𢗒		bang4			
ang	𢞡		xang3			
ang	𢠵		chang3			
ang	𢠽		dang4			
ang	𢤤		zhuang4			
ang	𢽃		wang3			
ang	𣄵		liang4			
ang	𣆖		huang3			
ang	𣍦		huang4			
ang	𣎲		tang3			
ang	𣓈		liang3			
ang	𣞙		sang3			
ang	𣡆		sang3			
ang	𣢫		wang3			
ang	𣮧		bang3			
ang	𤓯		zhang3			
ang	𤕤		shuang3			
ang	𤰟		hang3			
ang	𤵼		shang4			
ang	𥇉		qang4			
ang	𥇔		chang4			
ang	𥈄		chuang4			
ang	𥗝		rhang3			
ang	𥠴		chang4			
ang	𥤗		dang3			
ang	𥯕		dang4			
ang	𥯕		tang3			
ang	𥽬		niang4			
ang	𦂌		bang3			
ang	𦄍		shuang3			
ang	𦖉		wang3			
ang	𦺨		siang4			
ang	𦿆		dang4			
ang	𧀄		chang4			
ang	𧅗		dang3			
ang	𧓲		yang3			
ang	𧧢		huang3			
ang	𧧮		huang3			
ang	𧫛		yang4			
ang	𧫢		wang4			
ang	𧬰		xang4			
ang	𧵌		yang3			
ang	𨋕		yang4			
ang	𨌄		zang4			
ang	𨑊		nang3			
ang	𨖶		siang4			
ang	𨟻		ziang4			
ang	𨟼		gang3			
ang	𨡰		ziang4			
ang	𨫖		tang4			
ang	𨾔		fang4			
ang	𩗬		liang4			
ang	𩞃		shang3			
ang	𩞧		shang3			
ang	𩟊		nang3			
ang	𩦠		fang4			
ang	𪀘		ziang4			
ang	𪅶		chang3			
ang	𪎵		kang4			
ang	𪛋		chang4			
