序號	目次	聲	shengOrder	等	toenkOrder	呼	xuOrder	韻部	hiunnOrder	調	dewOrder	攝	shapOrder	反切	平水韻目	古韻羅馬字	有女羅馬字	推導拼音	小韻字數	字	備註	validation
1113	下平24鹽	影	E3	三	3	開	1	鹽B	下24B	平	1	咸	8	央炎	鹽	qiem	yem	yan1	6	淹菴崦醃䣍閹		TRUE
1114	下平24鹽	溪	D2	三	3	開	1	鹽B	下24B	平	1	咸	8	丘廉	鹽	khiem	qyem	qian1	2	𢜩𨦄		TRUE
1115	下平24鹽	疑	D4	三	3	開	1	鹽B	下24B	平	1	咸	8	語廉	鹽	ngiem	ngyem	yan2	1	𪙊		TRUE
1116	下平24鹽	精	CA1	三	3	開	1	鹽A	下24A	平	1	咸	8	子廉	鹽	ciem	ziem	jian1	13	尖殲瀸㡨𡄑漸虃熸䇝𩅼鑯鋟𩃔		TRUE
1117	下平24鹽	從	CA3	三	3	開	1	鹽A	下24A	平	1	咸	8	昨鹽	鹽	ziem	dziem	qian2	9	潛朁鬵𥮒灊䁮燂𤎢螹		TRUE
1118	下平24鹽	群	D3	三	3	開	1	鹽B	下24B	平	1	咸	8	巨淹	鹽	giem	gyem	qian2	12	箝鉗𢁮鉆黚拑黔羬鳹雂鍼鈐		TRUE
1119	下平24鹽	影	E3	三	3	開	1	鹽A	下24A	平	1	咸	8	一鹽	鹽	qjem	iem	yan1	7	懕猒饜嬮㤿䅧𨣻		TRUE
1120	下平24鹽	邪	CA5	三	3	開	1	鹽A	下24A	平	1	咸	8	徐鹽	鹽	zsiem	sziem	xian2	9	燅𤍙燖爓𦢨䕭𢸧㰊𢅮		TRUE
1121	下平24鹽	生	CC4	三	3	開	1	鹽B	下24B	平	1	咸	8	史炎	鹽	sriem	shem	shan1	1	襳		TRUE
1122	下平24鹽	澄	CB3	三	3	開	1	鹽B	下24B	平	1	咸	8	直炎	鹽	driem	dyem	chan2	3	㶣𪏂誗		TRUE
1123	下平24鹽	群	D3	三	3	開	1	鹽A	下24A	平	1	咸	8	巨鹽	鹽	gjem	giem	qian2	1	鍼		TRUE
1124	下平25添	透	B2	四	4	開	1	添	下25	平	1	咸	8	他兼	鹽	them	them	tian1	4	添沾黇舚		TRUE
1125	下平25添	端	B1	四	4	開	1	添	下25	平	1	咸	8	丁兼	鹽	tem	tem	dian1	8	𩬑詀㤴𧚊𦕒䀡敁(掂)佔		TRUE
1126	下平25添	定	B3	四	4	開	1	添	下25	平	1	咸	8	徒兼	鹽	dem	dem	tian2	5	甜恬湉菾𦳇		TRUE
1127	下平25添	來	B5	四	4	開	1	添	下25	平	1	咸	8	勒兼	鹽	lem	lem	lian2	6	鬑薕熑溓濓(濂)燫		TRUE
1128	下平25添	溪	D2	四	4	開	1	添	下25	平	1	咸	8	苦兼	鹽	khem	qem	qian1	2	謙䌠		TRUE
1129	下平25添	見	D1	四	4	開	1	添	下25	平	1	咸	8	古甜	鹽	kem	kem	jian1	7	兼縑鶼鰜蒹𥻧𦋰		TRUE
1130	下平25添	匣	E2	四	4	開	1	添	下25	平	1	咸	8	戸兼	鹽	ghem	hem	xian2	2	嫌稴		TRUE
1131	下平25添	泥	B4	四	4	開	1	添	下25	平	1	咸	8	奴兼	鹽	nem	nem	nian2	3	鮎(鯰)䬯拈		TRUE
1132	下平25添	曉	E1	四	4	開	1	添	下25	平	1	咸	8	許兼	鹽	hem	xem	xian1	7	馦㾾㽐䵌欦妗䌠		TRUE
1133	下平26咸	匣	E2	二	2	開	1	咸	下26	平	1	咸	8	胡讒	咸	ghrem	haem	xian2	11	咸鹹醎函𩤥諴鰜稴椷㮀輱		TRUE
1134	下平26咸	見	D1	二	2	開	1	咸	下26	平	1	咸	8	古咸	咸	krem	kaem	jian1	7	緘䌠瑊玪尲(尷)黬𪒹		TRUE
1135	下平26咸	生	CC4	二	2	開	1	咸	下26	平	1	咸	8	所咸	咸	srem	shaem	shan1	11	攕摻檆杉櫼𩃔𩁺䀐𨏪𩌰㺑		TRUE
1136	下平26咸	影	E3	二	2	開	1	咸	下26	平	1	咸	8	乙咸	咸	qrem	aem	yan1	3	𤟟淊黯		TRUE
1137	下平26咸	疑	D4	二	2	開	1	咸	下26	平	1	咸	8	五咸	咸	ngrem	ngaem	yan2	10	嵒䫡黬羬𧇱麙𪙊碞㺂𧬌		TRUE
1138	下平26咸	曉	E1	二	2	開	1	咸	下26	平	1	咸	8	許咸	咸	hrem	xaem	xian1	5	㰹𧍧妗𧮰䩂		TRUE
1139	下平26咸	知	CB1	二	2	開	1	咸	下26	平	1	咸	8	竹咸	咸	trem	taem	zhan1	4	詀䩇鵮𪉜		TRUE
1140	下平26咸	娘	B4A	二	2	開	1	咸	下26	平	1	咸	8	女咸	咸	nrem	naem	nan2	2	諵喃		TRUE
1141	下平26咸	崇	CC3	二	2	開	1	咸	下26	平	1	咸	8	士咸	咸	zrem	draem	chan2	13	讒獑鏨饞毚㺥𪗂欃攙𪖎𢽝儳酁		TRUE
1142	下平26咸	溪	D2	二	2	開	1	咸	下26	平	1	咸	8	苦咸	咸	khrem	qaem	qian1	5	鵮𢽣嵁厱𠔺		TRUE
1143	下平27銜	匣	E2	二	2	開	1	銜	下27	平	1	咸	8	戸監	咸	ghram	heam	xian2	2	銜甉		TRUE
1144	下平27銜	崇	CC3	二	2	開	1	銜	下27	平	1	咸	8	鋤銜	咸	zram	dram	chan2	8	巉嶃酁艬鑱獑毚嚵		TRUE
1145	下平27銜	疑	D4	二	2	開	1	銜	下27	平	1	咸	8	五銜	咸	ngram	ngeam	yan2	3	巖(岩)礹𡆑		TRUE
1146	下平27銜	初	CC2	二	2	開	1	銜	下27	平	1	咸	8	楚銜	咸	chram	cham	chan1	1	攙		TRUE
1147	下平27銜	生	CC4	二	2	開	1	銜	下27	平	1	咸	8	所銜	咸	sram	sham	shan1	8	衫纔髟縿彡芟穇𩌰		TRUE
1148	下平27銜	見	D1	二	2	開	1	銜	下27	平	1	咸	8	谷銜	咸	kram	keam	jian1	5	監礛鑑𥌈		TRUE
1149	下平27銜	並	A3	二	2	開	1	銜	下27	平	1	咸	8	白銜	咸	bram	beam	pan2	1	𨂝		TRUE
1150	下平27銜	溪	D2	二	2	開	1	銜	下27	平	1	咸	8	口銜	咸	khram	qeam	qian1	1	嵌		TRUE
1151	下平28嚴	疑	D4	三	3	開	1	嚴	下28	平	1	咸	8	語𩏩	咸	ngiam	ngiam	yan2	2	嚴䉷		TRUE
1152	下平28嚴	曉	E1	三	3	開	1	嚴	下28	平	1	咸	8	虚嚴	咸	hiam	xiam	xian1	5	𩏩杴㿌𥟕蘞		TRUE
1153	下平28嚴	影	E3	三	3	開	1	嚴	下28	平	1	咸	8	於嚴	咸	qiam	iam	yan1	2	醃腌		TRUE
1154	下平28嚴	溪	D2	三	3	開	1	嚴	下28	平	1	咸	8	丘嚴	咸	khiam	qiam	qian1	2	㪁厱		TRUE
1155	下平29凡	並	A3	三	3	合	2	凡	下29	平	1	咸	8	符咸	咸	byam	bvam	fan2	7	凡帆𠆩𦨲氾颿柉		TRUE
1156	下平29凡	滂	A2	三	3	合	2	凡	下29	平	1	咸	8	匹凡	咸	phyam	phvam	fan1	2	䒦范		TRUE
1157	上1懂	端	B1	一	1	開	1	東	上01	上	2	通	16	多動	董	tungx	tunk	dong3	7	懂!董蝀箽蕫䵔𧄓		TRUE
1158	上1懂	明	A4	一	1	開	1	東	上01	上	2	通	16	莫孔	董	mungx	munk	meng3	7	蠓𤾬鸏濛朦曚懵		TRUE
1159	上1懂	溪	D2	一	1	開	1	東	上01	上	2	通	16	康董	董	khungx	qunk	kong3	2	孔倥		TRUE
1160	上1懂	心	CA4	一	1	開	1	東	上01	上	2	通	16	先孔	董	sungx	sunk	song3	3	㪌䉥𣞷		TRUE
1161	上1懂	透	B2	一	1	開	1	東	上01	上	2	通	16	他孔	董	thungx	thunk	tong3	4	侗桶曈捅		TRUE
1162	上1懂	精	CA1	一	1	開	1	東	上01	上	2	通	16	作孔	董	cungx	zunk	zong3	15	總(緫)揔(摠)𢝰蓯㢔𩮀蓯𩱛猣翪䁓㷓𢉛𨍈偬		TRUE
1163	上1懂	匣	E2	一	1	開	1	東	上01	上	2	通	16	胡孔	董	ghungx	hunk	hong4	5	澒鴻𧋔𠳃汞		TRUE
1164	上1懂	影	E3	一	1	開	1	東	上01	上	2	通	16	烏孔	董	qungx	unk	weng3	9	蓊滃暡郺勜䈵䐥塕𤌏|嗡|		TRUE
1165	上1懂	泥	B4	一	1	開	1	東	上01	上	2	通	16	奴動	董	nungx	nunk	nong3	1	𨑊		TRUE
1166	上1懂	幫	A1	一	1	開	1	東	上01	上	2	通	16	邊孔	董	pungx	punk	beng3	4	琫菶𦂌俸		TRUE
1167	上1懂	來	B5	一	1	開	1	東	上01	上	2	通	16	力董	董	lungx	lunk	long3	9	曨襱巃竉籠攏𢤱儱龓		TRUE
1168	上1懂	曉	E1	一	1	開	1	東	上01	上	2	通	16	呼孔	董	hungx	xunk	hong3	2	嗊𢦅		TRUE
1169	上1懂	定	B3	一	1	開	1	東	上01	上	2	通	16	徒揔	董	dungx	dunk	dong4	9	動𨔝酮姛眮詷桶挏硐		TRUE
1170	上1懂	並	A3	一	1	開	1	東	上01	上	2	通	16	蒲蠓	董	bungx	bunk	beng4	3	菶唪埲		TRUE
1171	上2腫	章	CD1	三	3	開	1	鍾	上03	上	2	通	16	之隴	腫	cjyungx	tjvnk	zhong3	6	腫種踵歱㣫喠		TRUE
1172	上2腫	徹	CB2	三	3	開	1	鍾	上03	上	2	通	16	丑隴	腫	thryungx	thivnk	chong3	3	寵𧼙埫		TRUE
1173	上2腫	來	B5	三	3	開	1	鍾	上03	上	2	通	16	力踵	腫	lyungx	livnk	long3	3	隴壠[壟]㙙		TRUE
1174	上2腫	影	E3	三	3	開	1	鍾	上03	上	2	通	16	於隴	腫	qyungx	ivnk	yong3	3	擁𢶜壅|臃|		TRUE
1175	上2腫	日	CD6	三	3	開	1	鍾	上03	上	2	通	16	而隴	腫	njyungx	rvnk	rong3	12	宂(冗)穁䢇𣭲氄軵𤘺𪕎𢫨𨍷搑|𡊫	缺丿冂内人，宂别体	TRUE
1176	上2腫	澄	CB3	三	3	開	1	鍾	上03	上	2	通	16	直隴	腫	dryungx	divnk	zhong4	4	重𢝆襱鮦		TRUE
1177	上2腫	知	CB1	三	3	開	1	鍾	上03	上	2	通	16	知隴	腫	tryungx	tivnk	zhong3	2	冢塚		TRUE
1178	上2腫	並	A3	三	3	開	1	鍾	上03	上	2	通	16	扶隴	腫	byungx	bivnk	feng4	2	奉唪		TRUE
1179	上2腫	滂	A2	三	3	開	1	鍾	上03	上	2	通	16	敷奉	腫	phyungx	phivnk	feng3	1	捧		TRUE
1180	上2腫	以	E5	三	3	開	1	鍾	上03	上	2	通	16	余隴	腫	jyungx	jvnk	yong3	15	勇恿涌[湧]甬踊[踴]慂𧻹塎悀埇溶蛹傛𧗴俑		TRUE
1181	上2腫	溪	D2	三	3	開	1	鍾	上03	上	2	通	16	丘隴	腫	khyungx	qivnk	qiong3	3	恐𢖶𦶐		TRUE
1182	上2腫	常	CD5	三	3	開	1	鍾	上03	上	2	通	16	時宂	腫	zjyungx	zjvnk	shung4	3	尰瘇𢡹		TRUE
1183	上2腫	見	D1	三	3	開	1	鍾	上03	上	2	通	16	居悚	腫	kyungx	kivnk	jiong3	18	拱拲䂬鞏蛬孓珙廾𢪒㤨𢸁㼦㧬䡗䱋栱輁巩		TRUE
1184	上2腫	心	CA4	三	3	開	1	鍾	上03	上	2	通	16	息拱	腫	syungx	sivnk	song3	10	悚竦慫聳傱𦄼㩳駷愯䙕		TRUE
1185	上2腫	曉	E1	三	3	開	1	鍾	上03	上	2	通	16	許拱	腫	hyungx	xivnk	xiong3	3	洶詾兇		TRUE
1186	上2腫	幫	A1	三	3	開	1	鍾	上03	上	2	通	16	方勇	腫	pyungx	pivnk	feng3	2	覂𢇫		TRUE
1187	上2腫*	端	B1	一	1	開	1	冬	上02	上	2	通	16	都𪁪	腫	tongx	tvnk	dong3	1	湩		TRUE
1188	上2腫*	明	A4	一	1	開	1	冬	上02	上	2	通	16	莫湩	腫	muungx	mvnk	meng3	2	𪁪䏵		TRUE
1189	上2腫	群	D3	三	3	開	1	鍾	上03	上	2	通	16	渠隴	腫	gyungx	givnk	jiong4	1	䅃		TRUE
1190	上2腫	昌	CD2	三	3	開	1	鍾	上03	上	2	通	16	充隴	腫	chjyungx	tcvnk	chong3	2	𨿿喠		TRUE
1191	上2腫	章	CD1	三	3	開	1	鍾	上03	上	2	通	16	職勇	腫	cjyungx	tjvnk	zhong3	2	𢃭𢃓		TRUE
1192	上2腫	精	CA1	三	3	開	1	鍾	上03	上	2	通	16	子冢	腫	cyungx	zivnk	zong3	1	䙕		TRUE
1193	上3講	見	D1	二	2	開	1	江	上04	上	2	江	13	古項	講	krungx	keonk	jiang3	4	講港傋耩		TRUE
1194	上3講	並	A3	二	2	開	1	江	上04	上	2	江	13	步項	講	brungx	beonk	bang4	8	㭋棒棓玤蚌蜯𢗒䎧		TRUE
1195	上3講	影	E3	二	2	開	1	江	上04	上	2	江	13	烏項	講	qrungx	eonk	yang3	1	慃		TRUE
1196	上3講	明	A4	二	2	開	1	江	上04	上	2	江	13	武項	講	mrungx	meonk	mang3	2	𠈵		TRUE
1197	上3講	匣	E2	二	2	開	1	江	上04	上	2	江	13	胡講	講	ghrungx	heonk	xiang4	2	項缿		TRUE
1198	上3講	幫	A1	二	2	開	1	江	上04	上	2	江	13	巴講	講	prungx	peonk	bang3	1	𦂌(綁)		TRUE
1199	上3講	曉	E1	二	2	開	1	江	上04	上	2	江	13	虚慃	講	hrungx	xeonk	xiang3	2	傋𢞡		TRUE
1200	上4紙	章	CD1	三	3	開	1	支A	上05A	上	2	止	5	諸氏	紙	cjex	tjee	zhi3	16	紙帋只坻軹枳咫扺𣲵砥坁汦抧恀䅩䳅	坻原作坻	TRUE
1201	上4紙	常	CD5	三	3	開	1	支A	上05A	上	2	止	5	承紙	紙	zjex	zjee	shi4	10	是氏媞諟恀徥𤜣褆姼䟗		TRUE
1202	上4紙	明	A4	三	3	開	1	支B	上05B	上	2	止	5	文彼	紙	miex	myee	mi3	7	靡𨇻𪎓骳𦗕𡬍蘼		TRUE
1203	上4紙	幫	A1	三	3	開	1	支B	上05B	上	2	止	5	甫委	紙	piex	pyee	bi3	5	彼柀佊㗗𠐌		TRUE
1204	上4紙	並	A3	三	3	開	1	支B	上05B	上	2	止	5	皮彼	紙	biex	byee	pi4	2	被罷		TRUE
1205	上4紙	曉	E1	三	3	合	2	支B	上05B	上	2	止	5	許委	紙	hyex	xwee	hui3	10	毁(毀)燬檓毇𥶵𠷏譭㩓烜𡢕		TRUE
1206	上4紙	影	E3	三	3	合	2	支B	上05B	上	2	止	5	於詭	紙	qyex	wee	wei3	5	委骫蜲𠷏䍴		TRUE
1207	上4紙	溪	D2	三	3	合	2	支B	上05B	上	2	止	5	去委	紙	khyex	qwee	kui3	2	跪𣄲		TRUE
1208	上4紙	見	D1	三	3	合	2	支B	上05B	上	2	止	5	過委	紙	kyex	kwee	gui3	19	詭垝䣀(陒)攱䤥詭觤恑蛫祪庪䃽庋洈蟡𪀗姽桅佹		TRUE
1209	上4紙	心	CA4	三	3	合	2	支A	上05A	上	2	止	5	息委	紙	syex	svee	sui3	5	髓嶲靃䭉𣿂		TRUE
1210	上4紙	來	B5	三	3	合	2	支A	上05A	上	2	止	5	力委	紙	lyex	lvee	lei3	6	累!絫樏䉂厽垒		TRUE
1211	上4紙	群	D3	三	3	開	1	支B	上05B	上	2	止	5	渠綺	紙	giex	gyee	ji4	6	技妓徛伎錡䗁		TRUE
1212	上4紙	影	E3	三	3	開	1	支B	上05B	上	2	止	5	於綺	紙	qiex	yee	yi3	5	倚猗椅旖輢		TRUE
1213	上4紙	見	D1	三	3	開	1	支B	上05B	上	2	止	5	居綺	紙	kiex	kyee	ji3	7	掎剞庋踦攲㞆㱦		TRUE
1214	上4紙	溪	D2	三	3	開	1	支B	上05B	上	2	止	5	墟彼	紙	khiex	qyee	qi3	7	綺婍碕䞚㥓觭㾨		TRUE
1215	上4紙	疑	D4	三	3	開	1	支B	上05B	上	2	止	5	魚倚	紙	ngiex	ngyee	yi3	12	螘蟻蛾錡礒齮艤檥㠖轙羛䰙		TRUE
1216	上4紙	云	E4	三	3	合	2	支B	上05B	上	2	止	5	韋委	紙	yex	hwee	wei3	9	蔿鄬儰䧦𤾸𤺉䦱薳寪	𤾸原作⿱艹㬙	TRUE
1217	上4紙	精	CA1	三	3	合	2	支A	上05A	上	2	止	5	即委	紙	cyex	zvee	zui3	2	嘴)!觜(㭰)*	*左右结构	TRUE
1218	上4紙	日	CD6	三	3	合	2	支A	上05A	上	2	止	5	如累	紙	njyex	rvee	rui3	4	蘂蕊甤繠		TRUE
1219	上4紙	清	CA2	三	3	開	1	支A	上05A	上	2	止	5	雌氏	紙	chiex	ciee	ci3	9	此跐佌玼泚𩢑𠈈𧺼𡘌		TRUE
1220	上4紙	澄	CB3	三	3	開	1	支B	上05B	上	2	止	5	池爾	紙	driex	dyee	zhi4	12	豸褫陊䊓踶傂杝阤䚦廌褆徥		TRUE
1221	上4紙	心	CA4	三	3	開	1	支A	上05A	上	2	止	5	斯氏	紙	siex	siee	si3	5	徙壐璽𠈈𢇌		TRUE
1222	上4紙	以	E5	三	3	開	1	支A	上05A	上	2	止	5	移爾	紙	jex	jee	yi3	9	酏迆匜衪扡肔崺㥴孈		TRUE
1223	上4紙	來	B5	三	3	開	1	支A	上05A	上	2	止	5	力紙	紙	liex	liee	li3	3	邐峛㸚		TRUE
1224	上4紙	生	CC4	三	3	開	1	支B	上05B	上	2	止	5	所綺	紙	sriex	shyee	shi3	10	躧𩎉灑纚縰釃𩌦屣矖簁|蓰|		TRUE
1225	上4紙	幫	A1	三	3	開	1	支B	上05B	上	2	止	5	并弭	紙	piex	pyee	bi3	10	𢔌俾鞞箄𪐄髀崥𦸣𠬈𢳋		TRUE
1226	上4紙	日	CD6	三	3	開	1	支A	上05A	上	2	止	5	兒氏	紙	njex	ree	er3	4	爾尒(尔)邇迩		TRUE
1227	上4紙	明	A4	三	3	開	1	支A	上05A	上	2	止	5	綿婢	紙	mjex	miee	mi3	11	渳弭濔瀰芈(羋)敉侎葞蝆䦵㥝[咪][咩]		TRUE
1228	上4紙	並	A3	三	3	開	1	支A	上05A	上	2	止	5	便婢	紙	bjex	biee	pi4	2	婢庳		TRUE
1229	上4紙	昌	CD2	三	3	開	1	支A	上05A	上	2	止	5	尺氏	紙	chjex	tcee	chi3	15	侈姼𡚼鉹誃㢋㢁垑懘㶴袳袲𧰲恀哆		TRUE
1230	上4紙	書	CD4	三	3	開	1	支A	上05A	上	2	止	5	施是	紙	sjex	sjee	shi3	3	弛豕阤		TRUE
1231	上4紙	精	CA1	三	3	開	1	支A	上05A	上	2	止	5	將此	紙	ciex	ziee	zi3	9	紫訿訾啙𣸆跐茈呰㧗		TRUE
1232	上4紙	章	CD1	三	3	合	2	支A	上05A	上	2	止	5	之累	紙	cjyex	tjvee	zhui3	5	捶箠𦓝䮔沝		TRUE
1233	上4紙	初	CC2	三	3	合	2	支B	上05B	上	2	止	5	初委	紙	chryex	chwee	chuai3	2	揣㪜	㪜原作⿰耑支	TRUE
1234	上4紙	邪	CA5	三	3	合	2	支A	上05A	上	2	止	5	隨婢	紙	zsyex	szvee	sui4	1	𤢍		TRUE
1235	上4紙	船	CD3	三	3	開	1	支A	上05A	上	2	止	5	神帋	紙	zsjex	djee	shi4	4	舓舐𦧇𤜣		TRUE
1236	上4紙	莊	CC1	三	3	開	1	支B	上05B	上	2	止	5	側氏	紙	criex	tryee	zhi3	2	㧗跐		TRUE
1237	上4紙	滂	A2	三	3	開	1	支B	上05B	上	2	止	5	匹靡	紙	phiex	phyee	pi3	3	㱟紴披		TRUE
1238	上4紙	滂	A2	三	3	開	1	支A	上05A	上	2	止	5	匹婢	紙	phjex	phiee	pi3	6	諀庀吡疕仳䚹		TRUE
1239	上4紙	以	E5	三	3	合	2	支A	上05A	上	2	止	5	羊捶	紙	jyex	jvee	wei3	6	䓈䔺芛撱䝐𤼒		TRUE
1240	上4紙	從	CA3	三	3	合	2	支A	上05A	上	2	止	5	才捶	紙	zyex	dzvee	zui4	1	惢		TRUE
1241	上4紙	溪	D2	三	3	合	2	支B	上05B	上	2	止	5	丘弭	紙	khyex	qwee	kui3	4	跬䞨頍䠑		TRUE
1242	上4紙	娘	B4A	三	3	開	1	支B	上05B	上	2	止	5	女氏	紙	nriex	nyee	ni3	3	狔旎抳		TRUE
1243	上4紙	疑	D4	三	3	合	2	支B	上05B	上	2	止	5	魚毁	紙	ngyex	ngwee	wei3	4	硊頠𪀗姽		TRUE
1244	上4紙	群	D3	三	3	合	2	支B	上05B	上	2	止	5	渠委	紙	gyex	gwee	gui4	1	跪		TRUE
1245	上4紙	徹	CB2	三	3	開	1	支B	上05B	上	2	止	5	敕豸	紙	thriex	thyee	chi3	1	褫		TRUE
1246	上4紙	知	CB1	三	3	開	1	支B	上05B	上	2	止	5	陟侈	紙	triex	tyee	zhi3	2	㨖𧛢		TRUE
1247	上4紙	曉	E1	三	3	開	1	支B	上05B	上	2	止	5	興倚	紙	hiex	xyee	xi3	1	𪖪		TRUE
1248	上4紙	溪	D2	三	3	開	1	支B	上05B	上	2	止	5	丘弭	紙	khiex	qyee	qi3	2	企跂		TRUE
1249	上4紙	常	CD5	三	3	合	2	支A	上05A	上	2	止	5	時髓	紙	zjyex	zjvee	shui4	2	菙㥨		TRUE
1250	上4紙	見	D1	三	3	開	1	支A	上05A	上	2	止	5	居氏	紙	kjex	kiee	ji3	1	枳		TRUE
1251	上5旨	章	CD1	三	3	開	1	脂B	上06B	上	2	止	5	職雉	紙	cjiix	tjyy	zhi3	8	旨指恉祁䛗厎砥茋	祁作⿰示阝	TRUE
1252	上5旨	常	CD5	三	3	開	1	脂A	上06A	上	2	止	5	承矢	紙	zjiix	zjii	shi4	3	視眡眎		TRUE
1253	上5旨	明	A4	三	3	開	1	脂B	上06B	上	2	止	5	無鄙	紙	miix	myy	mi3	5	美媺𤛎渼媄		TRUE
1254	上5旨	幫	A1	三	3	開	1	脂B	上06B	上	2	止	5	方美	紙	piix	pyy	bi3	4	鄙啚娝痞		TRUE
1255	上5旨	邪	CA5	三	3	開	1	脂B	上06B	上	2	止	5	徐姊	紙	zsiix	szyy	si4	7	兕𧰽𠒅𠒃羠薙䒨|𧱅薙		TRUE
1256	上5旨	見	D1	三	3	開	1	脂A	上06A	上	2	止	5	居履	紙	kjiix	kii	ji3	9	几𪊨麂㞦机䢳𤜝㞛䂹		TRUE
1257	上5旨	精	CA1	三	3	開	1	脂A	上06A	上	2	止	5	將几	紙	ciix	zii	zi3	2	姊秭		TRUE
1258	上5旨	幫	A1	三	3	開	1	脂A	上06A	上	2	止	5	卑履	紙	pjiix	pii	bi3	10	比!匕妣秕䃾沘枇朼疕髀		TRUE
1259	上5旨	見	D1	三	3	合	2	脂B	上06B	上	2	止	5	居洧	紙	kyix	kwyy	gui3	12	軌簋朹晷厬𣷾宄匭㔲頯氿𧗝	㔲原文九改卜	TRUE
1260	上5旨	云	E4	三	3	合	2	脂B	上06B	上	2	止	5	榮美	紙	yix	hwyy	wei3	4	洧鮪痏䵋		TRUE
1261	上5旨	書	CD4	三	3	開	1	脂B	上06B	上	2	止	5	式視	紙	sjiix	sjyy	shi3	4	屎=𦳊!矢=𠂕		TRUE
1262	上5旨	澄	CB3	三	3	開	1	脂B	上06B	上	2	止	5	直几	紙	driix	dyy	zhi4	3	雉滍薙		TRUE
1263	上5旨	心	CA4	三	3	開	1	脂B	上06B	上	2	止	5	息姊	紙	siix	syy	si3	1	死		TRUE
1264	上5旨	並	A3	三	3	開	1	脂A	上06A	上	2	止	5	扶履	紙	bjiix	bii	bi4	1	牝		TRUE
1265	上5旨	來	B5	三	3	開	1	脂A	上06A	上	2	止	5	力几	紙	liix	lii	li3	1	履		TRUE
1266	上5旨	書	CD4	三	3	合	2	脂B	上06B	上	2	止	5	式軌	紙	sjyix	sjwyy	shui3	1	水		TRUE
1267	上5旨	來	B5	三	3	合	2	脂A	上06A	上	2	止	5	力軌	紙	lyix	lvii	lei3	14	壘蜼猚櫐蘽㶟𡻭轠鸓藟誄耒讄𤢹		TRUE
1268	上5旨	群	D3	三	3	合	2	脂A	上06A	上	2	止	5	求癸	紙	gjyix	gvii	gui4	5	揆楑𢜽嫢湀		TRUE
1269	上5旨	清	CA2	三	3	合	2	脂A	上06A	上	2	止	5	千水	紙	chyix	cvii	cui3	3	趡踓𨿐		TRUE
1270	上5旨	娘	B4A	三	3	開	1	脂B	上06B	上	2	止	5	女履	紙	nriix	nyy	ni3	1	柅		TRUE
1271	上5旨	見	D1	三	3	合	2	脂A	上06A	上	2	止	5	居誄	紙	kjyix	kvii	gui3	2	癸湀		TRUE
1272	上5旨	並	A3	三	3	開	1	脂B	上06B	上	2	止	5	符鄙	紙	biix	byy	bi4	8	否痞圮仳殍𢁦䤏(𡺮)𢻹		TRUE
1273	上5旨	從	CA3	三	3	合	2	脂A	上06A	上	2	止	5	徂累	紙	zyix	dzvii	zui4	1	㠑		TRUE
1274	上5旨	滂	A2	三	3	開	1	脂B	上06B	上	2	止	5	匹鄙	紙	phiix	phyy	pi3	5	嚭秠疕𡺮𢻹		TRUE
1275	上5旨	日	CD6	三	3	合	2	脂A	上06A	上	2	止	5	如壘	紙	njyix	rvii	rui3	3	蕊甤繠		TRUE
1276	上5旨	以	E5	三	3	合	2	脂A	上06A	上	2	止	5	以水	紙	jyix	jvii	wei3	8	唯蓶䲊壝瀢孈㨊踓		TRUE
1277	上5旨	影	E3	三	3	開	1	脂A	上06A	上	2	止	5	於几	紙	qjiix	ii	yi3	1	㰻		TRUE
1278	上5旨	精	CA1	三	3	合	2	脂A	上06A	上	2	止	5	遵誄	紙	cyix	zvii	zui3	4	濢噿臎嗺		TRUE
1279	上5旨	知	CB1	三	3	開	1	脂B	上06B	上	2	止	5	豬几	紙	triix	tyy	zhi3	4	黹夂(𢾫）㨖	或从支？？	TRUE
1280	上5旨	徹	CB2	三	3	開	1	脂B	上06B	上	2	止	5	楮几	紙	thriix	thyy	chi3	1	𧖛)		TRUE
1281	上5旨	章	CD1	三	3	開	1	脂B	上06B	上	2	止	5	止姊	紙	cjiix	tjyy	zhi3	1	𧿲		TRUE
1282	上5旨	曉	E1	三	3	合	2	脂A	上06A	上	2	止	5	火癸	紙	hjyix	xvii	hui3	1	䁤		TRUE
1283	上5旨	群	D3	三	3	合	2	脂B	上06B	上	2	止	5	曁軌	紙	gyix	gwyy	gui3	1	䣀		TRUE
1284	上5旨	群	D3	三	3	開	1	脂A	上06A	上	2	止	5	曁几	紙	gjiix	gii	ji4	1	跽		TRUE
1285	上5旨	溪	D2	三	3	合	2	脂B	上06B	上	2	止	5	丘軌	紙	khyix	qwyy	kui3	2	巋蘬		TRUE
1286	上6止	章	CD1	三	3	開	1	之	上07	上	2	止	5	諸市	紙	cjix	tjiio	zhi3	10	止畤沚洔茝趾址阯芷厎		TRUE
1287	上6止	常	CD5	三	3	開	1	之	上07	上	2	止	5	時止	紙	zjix	zjiio	shi4	3	市恃畤		TRUE
1288	上6止	知	CB1	三	3	開	1	之	上07	上	2	止	5	陟里	紙	trix	tiio	zhi3	3	徵𧩼㨖		TRUE
1289	上6止	曉	E1	三	3	開	1	之	上07	上	2	止	5	虚里	紙	hix	xiio	xi3	3	喜憙蟢		TRUE
1290	上6止	見	D1	三	3	開	1	之	上07	上	2	止	5	居里	紙	kix	kiio	ji3	4	紀己妀𠮯		TRUE
